Depth (ft),SP,DT (edited)
11286,-35.59604594,114.313413
11286.5,-35.75305136,118.3930943
11287,-35.9103884,118.6586985
11287.5,-36.0845162,118.6586985
11288,-36.27782679,118.6586985
11288.5,-36.48062951,118.6586985
11289,-36.66902139,114.2264276
11289.5,-36.80981239,110.4664675
11290,-36.88140401,106.7065073
11290.5,-36.89327763,102.9465471
11291,-36.87935058,98.73837981
11291.5,-36.86921281,101.270031
11292,-36.86905754,104.1443116
11292.5,-36.87030934,107.0185923
11293,-36.87043595,110.1593626
11293.5,-36.87717618,109.4316069
11294,-36.88998419,108.6294821
11294.5,-36.88550695,108.0345286
11295,-36.82909847,113.2071713
11295.5,-36.70313257,118.9243028
11296,-36.52253123,118.9243028
11296.5,-36.32100051,116.3426295
11297,-36.12570652,114.6401112
11297.5,-35.9433848,112.6368693
11298,-35.76650102,112.4690843
11298.5,-35.58653096,113.7164763
11299,-35.40024099,114.2563673
11299.5,-35.20902679,115.243363
11300,-35.01846602,115.2035504
11300.5,-34.83669552,111.0036877
11301,-34.66492457,108.6428407
11301.5,-34.49003376,111.0346058
11302,-34.29295337,113.8744541
11302.5,-34.07590881,116.083734
11303,-33.88178239,119.0350159
11303.5,-33.78645132,121.90446
11304,-33.86127075,122.3169375
11304.5,-34.12503756,121.9279232
11305,-34.51777518,120.8146182
11305.5,-34.91521795,119.4515415
11306,-35.17850205,118.6683116
11306.5,-35.20738006,117.3781023
11307,-34.98132595,116.6322849
11307.5,-34.57503897,116.1833828
11308,-34.14444698,116.3358917
11308.5,-33.87333764,116.224296
11309,-33.88610362,114.2041614
11309.5,-34.17752152,112.7480893
11310,-34.62838938,111.2652697
11310.5,-35.11359673,109.8915694
11311,-35.59881103,108.3658149
11311.5,-36.11901224,106.7195178
11312,-36.65536155,109.5192271
11312.5,-37.05748534,112.9150066
11313,-37.1287883,116.3240372
11313.5,-36.79935011,120.252324
11314,-36.19419617,120.252324
11314.5,-35.51475662,120.252324
11315,-34.87079098,118.3585657
11315.5,-34.24839401,117.1152722
11316,-33.62894634,115.8719788
11316.5,-33.09633873,114.6286853
11317,-32.79603696,113.3853918
11317.5,-32.7981976,112.0185923
11318,-33.02390327,115.1792829
11318.5,-33.31539276,118.688579
11319,-33.5614203,121.314741
11319.5,-33.75317546,120.875498
11320,-33.93953275,120.5245684
11320.5,-34.15185438,120.1736388
11321,-34.37982813,119.8227092
11321.5,-34.59874407,119.4555113
11322,-34.80653223,117.3519256
11322.5,-35.02259073,115.1460823
11323,-35.25396059,113.6122178
11323.5,-35.47764744,117.7981408
11324,-35.66636605,122.1115538
11324.5,-35.83808848,122.1115538
11325,-36.05738424,117.5962815
11325.5,-36.36039504,118.6640106
11326,-36.66806293,119.7211155
11326.5,-36.80345572,118.5356352
11327,-36.6139405,116.7976981
11327.5,-36.07984191,115.059761
11328,-35.3071089,112.8154051
11328.5,-34.43581888,112.5498008
11329,-33.58195518,112.5498008
11329.5,-32.86270623,114.2151394
11330,-32.43399559,115.4183267
11330.5,-32.45101249,117.3306773
11331,-32.94980168,117.3306773
11331.5,-33.76912298,117.065073
11332,-34.59063905,115.2138114
11332.5,-35.1006064,113.5092962
11333,-35.16527945,111.8047809
11333.5,-34.89321514,110.1002656
11334,-34.52199467,108.0345286
11334.5,-34.20633207,110.8791501
11335,-33.89955707,114.4887118
11335.5,-33.4708656,117.5962815
11336,-32.95696824,117.5962815
11336.5,-32.65962839,117.5962815
11337,-32.93367235,117.5962815
11337.5,-33.84087337,115.4299469
11338,-35.03463478,113.9760956
11338.5,-36.0152692,112.5222444
11339,-36.5044056,111.0683931
11339.5,-36.58927565,109.8937583
11340,-36.54127721,113.4794157
11340.5,-36.54897665,117.8618858
11341,-36.63169669,117.8618858
11341.5,-36.75899,117.2430279
11342,-36.96825092,116.8419655
11342.5,-37.3363127,116.4409031
11343,-37.86477364,116.0398406
11343.5,-38.43584318,115.7370518
11344,-38.90324916,123.439575
11344.5,-39.20943377,123.439575
11345,-39.40982661,123.439575
11345.5,-39.58893441,121.1992032
11346,-39.77463001,119.7211155
11346.5,-39.95122457,114.1188579
11347,-40.12774523,108.2031873
11347.5,-40.37171754,104.0504648
11348,-40.75785001,110.5577689
11348.5,-41.31369759,117.3306773
11349,-42.03187604,117.3306773
11349.5,-42.90496778,117.3306773
11350,-43.89529266,108.4329349
11350.5,-44.8603824,101.7151394
11351,-45.55864281,94.99734396
11351.5,-45.80741967,88.27954847
11352,-45.65176047,81.73970784
11352.5,-45.32875684,82.00531208
11353,-45.0347583,87.9645861
11353.5,-44.75518219,96.45374059
11354,-44.38037574,104.9428951
11354.5,-43.97070479,115.7370518
11355,-43.82253425,127.9548473
11355.5,-44.20749289,127.9548473
11356,-45.06064582,122.4648074
11356.5,-45.97283479,117.5962815
11357,-46.49924401,118.9588313
11357.5,-46.49204784,120.7636122
11358,-46.1553956,122.5683931
11358.5,-45.84543826,124.7675963
11359,-45.82705966,125.0332005
11359.5,-46.14686644,125.0332005
11360,-46.65777481,113.0544489
11360.5,-47.17279605,104.8326693
11361,-47.64213836,92.36387782
11361.5,-48.19585154,92.36387782
11362,-48.94848385,92.89508632
11362.5,-49.72303211,105.6772908
11363,-50.03320708,122.1115538
11363.5,-49.44204983,122.1115538
11364,-47.95760864,119.3864542
11364.5,-46.01696949,117.5816733
11365,-44.06675569,115.7768924
11365.5,-42.21931492,113.9721116
11366,-40.35952194,112.1673307
11366.5,-38.52226052,110.1593626
11367,-37.03588648,110.4796813
11367.5,-36.24706753,110.8406375
11368,-36.16460683,111.2015936
11368.5,-36.43811764,111.5625498
11369,-36.676605,111.923506
11369.5,-36.73608905,112.2844622
11370,-36.71253975,112.5498008
11370.5,-36.73653479,111.9156707
11371,-36.83192803,111.2217796
11371.5,-36.94169102,111.2217796
11372,-37.02182388,112.4099159
11372.5,-37.08116196,113.145197
11373,-37.14347255,114.1434263
11373.5,-37.21673844,114.1434263
11374,-37.2940208,113.3200531
11374.5,-37.36827984,112.8187251
11375,-37.43839633,112.3173971
11375.5,-37.50941117,111.4873838
11376,-37.58156511,111.4873838
11376.5,-37.65297971,113.3205843
11377,-37.72160987,114.6841966
11377.5,-37.78857351,116.0478088
11378,-37.85956879,117.411421
11378.5,-37.94173802,118.7750332
11379,-38.03817687,120.5179283
11379.5,-38.14534162,119.8906596
11380,-38.25598719,119.021691
11380.5,-38.3646716,118.1527224
11381,-38.47063229,117.065073
11381.5,-38.57622842,117.3652058
11382,-38.68312076,117.7662683
11382.5,-38.79075518,118.1601244
11383,-38.89772432,118.6732828
11383.5,-39.00398189,118.0683344
11384,-39.1110966,117.3858451
11384.5,-39.21989206,116.5742888
11385,-39.32832944,115.7985909
11385.5,-39.4333026,115.8969461
11386,-39.53558224,116.3776475
11386.5,-39.64150506,116.4192499
11387,-39.75625961,115.5551619
11387.5,-39.87310749,114.3652558
11388,-39.97104065,113.6293712
11388.5,-40.02691754,112.5049841
11389,-40.03307373,111.5179742
11389.5,-40.00365175,113.6687222
11390,-39.96329535,116.1974325
11390.5,-39.92924587,118.7374945
11391,-39.90326454,121.5803453
11391.5,-39.87859771,119.9907039
11392,-39.85065661,118.185923
11392.5,-39.82063766,116.7994688
11393,-39.79098778,117.4416999
11393.5,-39.76130489,117.963081
11394,-39.73049769,118.4844622
11394.5,-39.70074133,119.0058433
11395,-39.67547307,119.5272244
11395.5,-39.65257527,120.252324
11396,-39.62317408,120.252324
11396.5,-39.58202283,119.2841966
11397,-39.54036867,118.6826029
11397.5,-39.52522626,118.0810093
11398,-39.56044666,117.4261063
11398.5,-39.6466396,117.1070935
11399,-39.76004973,120.4515994
11399.5,-39.87192498,123.9911104
11400,-39.96906816,123.9601689
11400.5,-40.05695872,123.235554
11401,-40.14675253,122.7644572
11401.5,-40.24262511,122.3497098
11402,-40.34092845,121.5512134
11402.5,-40.43730313,121.6195332
11403,-40.53135674,122.8671677
11403.5,-40.62516516,123.9478759
11404,-40.71990778,125.5306784
11404.5,-40.81539921,125.592142
11405,-40.91097486,124.4015272
11405.5,-41.00619508,123.5502435
11406,-41.10077611,122.1115538
11406.5,-41.19490497,122.1115538
11407,-41.28950623,122.9083665
11407.5,-41.38575506,123.3067729
11408,-41.48278667,123.9707835
11408.5,-41.57749791,123.9707835
11409,-41.66837169,122.2000885
11409.5,-41.75948533,120.8720673
11410,-41.85769782,118.6586985
11410.5,-41.96377148,118.6586985
11411,-42.06557243,117.8618858
11411.5,-42.14314825,117.8618858
11412,-42.18287795,117.8618858
11412.5,-42.1878992,122.1779549
11413,-42.1757474,124.7675963
11413.5,-42.16615191,125.3652058
11414,-42.16889113,126.3612218
11414.5,-42.17935389,126.3612218
11415,-42.1840316,126.3612218
11415.5,-42.17362095,126.626826
11416,-42.15651221,126.626826
11416.5,-42.16023914,124.3027888
11417,-42.21632988,122.9083665
11417.5,-42.33790934,121.0491368
11418,-42.51010132,121.0491368
11418.5,-42.7024944,122.377158
11419,-42.89076115,123.1739708
11419.5,-43.06789492,124.2363878
11420,-43.23774615,124.2363878
11420.5,-43.40700552,120.1693227
11421,-43.58230476,117.7290837
11421.5,-43.7689797,115.2888446
11422,-43.96240629,111.2217796
11422.5,-44.13942699,111.2217796
11423,-44.26440201,113.8778221
11423.5,-44.31540485,115.8698539
11424,-44.30816541,117.8618858
11424.5,-44.28911394,119.8539177
11425,-44.29684614,121.8459495
11425.5,-44.32457902,124.501992
11426,-44.3174717,124.501992
11426.5,-44.20938601,125.1660027
11427,-43.96994052,125.564409
11427.5,-43.62923784,125.9628154
11428,-43.26446202,126.626826
11428.5,-42.96309858,126.626826
11429,-42.78340864,124.390146
11429.5,-42.73390494,124.9718494
11430,-42.77821551,126.0750587
11430.5,-42.85941652,126.7527849
11431,-42.92795266,127.7397034
11431.5,-42.96402203,123.793555
11432,-42.98505221,117.3171124
11432.5,-43.02825774,117.3626989
11433,-43.11342685,120.656711
11433.5,-43.2100136,123.2531504
11434,-43.23850053,127.4146573
11434.5,-43.11333203,127.4146496
11435,-42.80013857,123.4876011
11435.5,-42.3464425,120.3793196
11436,-41.8604436,117.562654
11436.5,-41.45607133,114.3598162
11437,-41.20060231,111.611745
11437.5,-41.09437561,112.1067451
11438,-41.08608999,113.1461689
11438.5,-41.11073083,113.588613
11439,-41.12390058,114.7088554
11439.5,-41.11730764,115.0303143
11440,-41.1060549,116.8268089
11440.5,-41.10450805,116.1858973
11441,-41.11106678,112.1532899
11441.5,-41.11343201,107.7229828
11442,-41.10623423,102.645397
11442.5,-41.09966035,101.72723
11443,-41.10703969,102.8719385
11443.5,-41.12454601,102.0853592
11444,-41.12708326,102.7360012
11444.5,-41.09682765,107.1049137
11445,-41.06112874,109.8937583
11445.5,-41.09210659,112.6162019
11446,-41.25546701,115.3386454
11446.5,-41.55416285,118.061089
11447,-41.92415599,120.7835325
11447.5,-42.29032543,117.6626826
11448,-42.62243546,114.5418327
11448.5,-42.93394267,111.4209827
11449,-43.24072413,108.3001328
11449.5,-43.54207126,113.3466136
11450,-43.84379625,118.3930943
11450.5,-44.17541642,123.439575
11451,-44.55553365,128.4860558
11451.5,-44.93891578,128.2204515
11452,-45.22158563,128.2204515
11452.5,-45.31747976,119.5883134
11453,-45.22885305,114.4090305
11453.5,-45.03498284,109.2297477
11454,-44.819554,100.5976096
11454.5,-44.62327037,100.5976096
11455,-44.46071392,96.61354582
11455.5,-44.35958903,97.3439575
11456,-44.35703189,98.07436919
11456.5,-44.45961453,98.80478088
11457,-44.62564173,99.53519256
11457.5,-44.79662068,98.53917663
11458,-44.94026532,97.54316069
11458.5,-45.05923792,96.54714475
11459,-45.17077963,95.55112882
11459.5,-45.29192631,96.54714475
11460,-45.43615183,97.54316069
11460.5,-45.60278248,98.53917663
11461,-45.7604043,99.53519256
11461.5,-45.85077383,99.80079681
11462,-45.83014375,99.93359894
11462.5,-45.71179294,100.0664011
11463,-45.55504937,99.11022576
11463.5,-45.40786647,98.39309429
11464,-45.26840761,97.67596282
11464.5,-45.11278485,96.95883134
11465,-44.95580313,96.24169987
11465.5,-44.86638269,95.28552457
11466,-44.91076575,95.28552457
11466.5,-45.08719422,97.72023019
11467,-45.3274945,99.18105356
11467.5,-45.56207173,101.0229215
11468,-45.77239756,101.2191793
11468.5,-45.97677507,97.41368389
11469,-46.17828028,95.30635885
11469.5,-46.34338777,98.43342923
11470,-46.43348601,101.4487101
11470.5,-46.44770563,104.7804213
11471,-46.42525596,107.5980112
11471.5,-46.40859732,107.7091653
11472,-46.41158853,107.2852056
11472.5,-46.42147597,105.1829373
11473,-46.4235747,103.2160479
11473.5,-46.41819701,101.5976683
11474,-46.41575957,101.2111797
11474.5,-46.42117122,102.6675742
11475,-46.42683899,103.0217357
11475.5,-46.4211321,104.0504648
11476,-46.40619599,104.0504648
11476.5,-46.4050481,100.7304117
11477,-46.45292323,98.73837981
11477.5,-46.5733744,96.08233732
11478,-46.75425032,96.08233732
11478.5,-46.94932567,99.62372731
11479,-47.1129793,101.7485613
11479.5,-47.24605419,104.5816733
11480,-47.40270948,104.5816733
11480.5,-47.6295346,103.0544489
11481,-47.88171062,102.1381142
11481.5,-48.00970149,101.2217796
11482,-47.86277668,100.3054449
11482.5,-47.4337522,99.38911023
11483,-46.90279958,98.47277556
11483.5,-46.52038873,99.5185923
11484,-46.42847228,100.564409
11484.5,-46.58211458,101.6102258
11485,-46.82848806,102.6560425
11485.5,-47.04504467,104.0504648
11486,-47.20243516,104.0504648
11486.5,-47.32434832,103.0544489
11487,-47.42270998,102.4568393
11487.5,-47.48403844,103.8512616
11488,-47.49999005,105.2456839
11488.5,-47.48747862,106.6401062
11489,-47.47342006,108.0345286
11489.5,-47.47171663,109.8937583
11490,-47.4779852,109.8937583
11490.5,-47.48305091,107.2377158
11491,-47.48375448,105.6440903
11491.5,-47.47992729,103.5192563
11492,-47.47338094,103.5192563
11492.5,-47.47059855,104.7366091
11493,-47.47856595,105.4670208
11493.5,-47.49290178,106.1974325
11494,-47.49365324,106.9278442
11494.5,-47.46678117,107.6582559
11495,-47.43595393,108.3886676
11495.5,-47.46210546,109.3625498
11496,-47.59516838,109.3625498
11496.5,-47.82451659,108.6155379
11497,-48.08815388,108.1673307
11497.5,-48.33809314,107.7191235
11498,-48.58574595,106.9721116
11498.5,-48.8692905,106.9721116
11499,-49.18081384,111.2264753
11499.5,-49.44418314,114.4172481
11500,-49.57435051,119.7211155
11500.5,-49.55093584,119.7211155
11501,-49.42877832,119.8552457
11501.5,-49.28498992,119.9555113
11502,-49.17314375,120.0557769
11502.5,-49.12359479,120.1560425
11503,-49.1628163,120.252324
11503.5,-49.30937236,121.7118194
11504,-49.54985333,123.1155379
11504.5,-49.83372155,124.5192563
11505,-50.10390705,125.9229748
11505.5,-50.33916696,127.689243
11506,-50.56399442,127.689243
11506.5,-50.81743067,127.689243
11507,-51.10890386,126.3629925
11507.5,-51.39961396,125.4271802
11508,-51.62470602,123.9707835
11508.5,-51.74126101,123.9707835
11509,-51.7597069,125.997344
11509.5,-51.73252702,127.4010624
11510,-51.71201806,128.8047809
11510.5,-51.71563049,130.2084993
11511,-51.7277688,131.4077025
11511.5,-51.72957434,130.9022576
11512,-51.72209555,130.461089
11512.5,-51.72028004,130.0199203
11513,-51.72976448,129.5787517
11513.5,-51.73576021,129.137583
11514,-51.72119992,128.4171052
11514.5,-51.6965442,128.5436438
11515,-51.70612708,130.428844
11515.5,-51.79940345,131.7920147
11516,-51.99569577,133.0929837
11516.5,-52.27884209,134.3370144
11517,-52.62059453,135.4653222
11517.5,-52.99261732,135.3047182
11518,-53.35031446,135.4781495
11518.5,-53.6191646,135.3267768
11519,-53.72382283,128.6205189
11519.5,-53.64503166,123.991711
11520,-53.44120737,126.1663085
11520.5,-53.20187574,128.836065
11521,-52.9802744,130.9887247
11521.5,-52.77577315,133.8138844
11522,-52.57721131,136.7874163
11522.5,-52.40536325,137.1748789
11523,-52.30462799,137.4112947
11523.5,-52.29700492,138.0691552
11524,-52.35942024,138.1971327
11524.5,-52.44409443,138.7314294
11525,-52.5151981,138.9707591
11525.5,-52.56501284,139.4092866
11526,-52.60518169,139.3533723
11526.5,-52.65228665,139.3968943
11527,-52.72292925,139.3545847
11527.5,-52.83716226,136.4186668
11528,-53.01799725,133.48867
11528.5,-53.28133985,133.8286229
11529,-53.61393958,134.1022071
11529.5,-53.96079781,134.4830677
11530,-54.23995195,134.8339973
11530.5,-54.38748314,135.3917663
11531,-54.40544583,135.3917663
11531.5,-54.36615082,131.1487384
11532,-54.35316327,127.4236388
11532.5,-54.38564451,127.5
11533,-54.40693152,127.6002656
11533.5,-54.36015138,139.6414343
11534,-54.28481394,137.6334661
11534.5,-54.3260264,135.8286853
11535,-54.63420643,134.0239044
11535.5,-55.24248708,132.4701195
11536,-56.03761876,134.4497565
11536.5,-56.84657591,136.1876937
11537,-57.56215479,137.9256308
11537.5,-58.20264707,139.37583
11538,-58.86357422,153.9840638
11538.5,-59.6080695,152.522355
11539,-60.39437515,150.7844179
11539.5,-61.09669386,149.0464807
11540,-61.59834008,147.0783533
11540.5,-61.86751344,156.9077025
11541,-61.94589383,168.2377158
11541.5,-61.87552732,177.0916335
11542,-61.64697335,177.3572377
11542.5,-61.22667999,177.3572377
11543,-60.62379041,177.3572377
11543.5,-59.91331939,177.3572377
11544,-59.18838986,171.6980965
11544.5,-58.5047842,167.1527224
11545,-57.86407933,162.6073484
11545.5,-57.23382779,158.0619743
11546,-56.57316057,153.5166003
11546.5,-55.85972882,148.9712262
11547,-55.12460916,144.4258522
11547.5,-54.46763555,141.2350598
11548,-54.01236686,141.500664
11548.5,-53.81732464,143.9083665
11549,-53.82772982,146.3815848
11549.5,-53.91700614,148.854803
11550,-53.98217798,151.3280213
11550.5,-54.00053203,147.7184595
11551,-54.00569446,141.7662683
11551.5,-54.02692996,141.7662683
11552,-54.06235863,140.9535193
11552.5,-54.09762153,140.1726428
11553,-54.13091911,140.5480301
11553.5,-54.16787833,141.08278
11554,-54.20109754,141.6175299
11554.5,-54.21480649,142.2974768
11555,-54.21633345,134.8605578
11555.5,-54.24538341,134.8605578
11556,-54.32795569,136.6905711
11556.5,-54.41711819,138.313413
11557,-54.39828378,137.1022576
11557.5,-54.18768285,135.498008
11558,-53.8301445,134.063745
11558.5,-53.48831992,134.3594511
11559,-53.31809482,134.626826
11559.5,-53.34663914,134.894201
11560,-53.47036005,135.126162
11560.5,-53.56662634,132.9687915
11561,-53.60078349,130.0796813
11561.5,-53.62758381,130.0796813
11562,-53.70293125,130.876494
11562.5,-53.80630022,128.75166
11563,-53.84775731,128.75166
11563.5,-53.74154794,128.75166
11564,-53.47512306,135.2616202
11564.5,-53.11575561,140.1726428
11565,-52.76048031,139.3669765
11565.5,-52.47503498,138.4311642
11566,-52.26783363,137.4953519
11566.5,-52.11230206,136.4541833
11567,-51.984265,137.0325365
11567.5,-51.87583819,137.684263
11568,-51.78191959,138.3359894
11568.5,-51.6798807,138.9877158
11569,-51.54294708,139.9070385
11569.5,-51.38149615,139.9070385
11570,-51.26562781,137.3572377
11570.5,-51.29863248,135.6573705
11571,-51.5403371,136.0345286
11571.5,-51.94709629,136.435591
11572,-52.39485635,136.8366534
11572.5,-52.78323542,137.250996
11573,-53.1267487,134.9243028
11573.5,-53.5312203,132.5179283
11574,-54.04814003,130.1115538
11574.5,-54.53830641,127.689243
11575,-54.70406045,128.7649402
11575.5,-54.30668339,129.8478088
11576,-53.39138828,130.9306773
11576.5,-52.30286847,132.0135458
11577,-51.45587161,133.0964143
11577.5,-51.05771736,134.8605578
11578,-51.01787258,134.8605578
11578.5,-51.09416362,135.3917663
11579,-51.10774963,135.3917663
11579.5,-51.0345727,135.3917663
11580,-50.94331047,135.3917663
11580.5,-50.88995723,133.5703851
11581,-50.87352758,131.938911
11581.5,-50.85981841,128.7875166
11582,-50.82086769,124.5763612
11582.5,-50.75470066,120.7835325
